,,Date,Year,Month,Day,Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,"Suppressed 
by","Suppressing 
Agency",Facility Identification,Other Companies,Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Date,Time,Suspected Initiating Event,"Equipment /Facility 
Failure","Contact From 
Object","Facility 
Contacted",Contributing Factor,Notes,EIR Number
452,PG&E,5/26/2020,2020,5,26,12:33,36.503371,-120.391945,Other,Rural,3 meters - 0.25 Acres,Fire Agency,Cantua Creek FD,Circuit ID: 253591103,Y,"12,000",Service Drop,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
450,PG&E,5/26/2020,2020,5,26,11:23,38.23445,-121.25428,Vegetation,Rural,3 meters - 0.25 Acres,Fire Agency,Stockton FD,Circuit ID: 162231102,Y,"12,000",Splice/Clamp/Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
449,PG&E,5/25/2020,2020,5,25,20:52,37.43135,-121.9637933,Vegetation,Herbaceous,1 meter - < 3 meters,Fire Agency,San Jose FD,Pole ID:100559342,Y,"21,000",Jumper,Overhead,Y,5/25/2020,20:42,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
448,PG&E,5/25/2020,2020,5,25,15:16,38.442949,-121.859359,Vegetation,Agriculture,3 meters - 0.25 Acres,Unknown,N.A.,62061106,Y,"12,000",Conductor - Primary,Overhead,Y,5/25/2020,15:11,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
442,PG&E,5/24/2020,2020,5,24,13:24,36.0688317,-120.2222883,Other,Agriculture,10 - 100 Acres,Cal Fire,N.A.,CGC: 416390327020,N,"21,000",Transformer,Overhead,Y,5/24/2020,13:51,Contact from object,N.A.,Animal,Transformer,N.A.,,
440,PG&E,5/24/2020,2020,5,24,7:39,37.98137,-122.0489083,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Contra Costa County FD,Circuit ID: 014302110,Y,"21,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
437,PG&E,5/23/2020,2020,5,23,11:47,35.86181,-119.912175,Other,Rural,10 - 100 Acres,Cal Fire,N.A.,Capacitor: 96C Circuit ID: 252952108,Y,"12,000",Capacitor Bank,Overhead,Y,5/23/2020,12:50,Contact from object,N.A.,Animal,Capacitor Bank,N.A.,,
433,PG&E,5/22/2020,2020,5,22,18:21,39.66293,-121.7758633,Vegetation,Agriculture,1 meter - < 3 meters,Fire Agency,Butte County FD,CGC 220634572748,Y,"12,000",Bushing Mounted Cutout,Overhead,Y,5/22/2020,18:12,Contact from object,N.A.,Animal,Bushing Mounted Cutout,N.A.,,
1812,PG&E,5/21/2020,2020,5,21,13:59,36.65943,-121.61272,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,Salinas FD,182261104,N,"12,000",Fuse,Overhead,N,N.A.,N.A.,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,
1658,PG&E,5/20/2020,2020,5,20,15:35,38.896089,-121.2193209,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Unknown,N.A.,"Circuit ID: 153701101, SAP ID: 100043460",Y,"12,000",Fuse,Overhead,Y,5/20/2020,15:33,Contact from object,N.A.,Vegetation,Fuse,N.A.,,
425,PG&E,5/20/2020,2020,5,20,18:37,35.15588,-119.4841617,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Taft FD,Circuit ID: 252081103,N,"12,000",Conductor - Primary,Overhead,Y,5/20/2020,18:32,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
415,PG&E,5/17/2020,2020,5,17,15:14,36.1317117,-121.0239267,Vegetation,Urban,10 - 100 Acres,Cal Fire,N.A.,182191102,Y,"12,000",Conductor - Primary,Overhead,Y,5/17/2020,15:03,Weather,Conductor failure-all,N.A.,N.A.,Weather,High Winds,
414,PG&E,5/17/2020,2020,5,17,14:11,35.302612,-118.843025,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Kern County FD,Pole ID: 100157814,N,"12,000",Pole,Overhead,Y,5/17/2020,14:05,Contact from object,N.A.,Vehicle,Pole,N.A.,,
411,PG&E,5/16/2020,2020,5,16,5:58,38.314618,-121.841281,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Dixon FD,63642107,Y,"21,000",Conductor - Primary,Overhead,Y,5/16/2020,5:55,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
407,PG&E,5/14/2020,2020,5,14,6:51,36.13741,-120.205235,Other,Herbaceous,10 - 100 Acres,Cal Fire,N.A.,9500,N,"12,000",Recloser,Overhead,Y,5/14/2020,6:40,Contact from object,N.A.,Animal,Recloser,N.A.,,
406,PG&E,5/14/2020,2020,5,14,4:31,38.110192,-122.218579,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Vallejo FD,042451101 ,Y,"12,000",Conductor - Primary,Overhead,Y,5/14/2020,3:59,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
405,PG&E,5/14/2020,2020,5,14,3:29,38.224764,-120.834607,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,163231101,Y,"12,000",Conductor - Primary,Overhead,Y,5/14/2020,3:13,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,
1590,PG&E,5/12/2020,2020,5,12,7:49,37.27982,-122.20615,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 024131103,Y,"12,000",Conductor - Primary,Overhead,Y,5/12/2020,5:37,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
400,PG&E,5/12/2020,2020,5,12,12:57,36.26931,-119.69102,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,King County FD,252661104,Y,"12,000",Conductor - Primary,Overhead,Y,5/12/2020,12:49,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
398,PG&E,5/11/2020,2020,5,11,8:22,37.50591,-122.21008,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Redwood City FD,Circuit ID: 024261103,Y,"12,000",Conductor - Primary,Overhead,Y,5/11/2020,8:11,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
397,PG&E,5/11/2020,2020,5,11,16:42,35.5831867,-120.4274267,Vegetation,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 182561101,Y,"12,000",Conductor - Primary,Overhead,Y,5/11/2020,16:42,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
393,PG&E,5/10/2020,2020,5,10,16:59,38.896995,-121.0673267,Other,Urban,1 meter - < 3 meters,Fire Agency,Auburn FD,Circuit ID: 152161101,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,5/10/2020,16:59,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
387,PG&E,5/9/2020,2020,5,9,18:49,39.007011,-122.781644,Vegetation,Hardwood Forest,3 meters - 0.25 Acres,Fire Agency,Kelseyville FD,Pole ID: 102160256,Y,"12,000",Pole,Overhead,Y,5/9/2020,18:46,Contact from object,N.A.,Vehicle,Pole,N.A.,,
385,PG&E,5/8/2020,2020,5,8,15:55,37.8683923,-120.4311738,Other,Rural,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID: 101029227 Circuit ID: 163781701,Y,"17,000",Pole,Overhead,Y,5/8/2020,15:46,Contact from object,N.A.,Vehicle,Pole,N.A.,,
384,PG&E,5/8/2020,2020,5,8,14:29,38.645394,-121.029456,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,El Dorado Hills FD,Pole ID: 10141282,Y,"21,000",Pole,Overhead,Y,5/8/2020,14:24,Contact from object,N.A.,Vehicle,Pole,N.A.,,
383,PG&E,5/8/2020,2020,5,8,12:54,35.9423883,-120.0914167,Other,Rural,3 meters - 0.25 Acres,Self Extinguished,N.A.,Capacitor: 156K Circuit ID: 255002101,Y,"21,000",Capacitor Bank,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Capacitor Bank,N.A.,,
378,PG&E,5/7/2020,2020,5,7,17:52,37.32412,-120.68749,Other,Agriculture,3 meters - 0.25 Acres,Cal Fire,Merced County Cal Fire,Circuit ID: 253611102 Pole ID: 103981165,N,"12,000",Pole,Overhead,Y,5/7/2020,17:48,Contact from object,N.A.,Vehicle,Pole,N.A.,,
376,PG&E,5/7/2020,2020,5,7,13:25,38.1072183,-121.9888,Other,Rural,3 meters - 0.25 Acres,Fire Agency,Suisun FD,Circuit ID: 062701104,N,"12,000",Splice/Clamp/Connector,Overhead,Y,5/7/2020,14:11,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1816,PG&E,5/6/2020,2020,5,6,12:39,35.41516999,-120.57993,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Unknown,N.A.,101889816,N,750,Service Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Service Neutral failure,N.A.,N.A.,N.A.,,
370,PG&E,5/6/2020,2020,5,6,22:51,38.52888449,-120.8484549,Other,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 163541102,N,"12,000",Conductor - Primary,Overhead,Y,5/6/2020,22:24,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
369,PG&E,5/6/2020,2020,5,6,14:11,37.038346,-120.151729,Other,Urban,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 252421113,Y,"12,000",Conductor - Secondary,Overhead,Y,5/6/2020,14:10,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
361,PG&E,5/5/2020,2020,5,5,15:39,38.590463,-122.938251,Vegetation,Hardwood Forest,0.25 - 10 Acres,Cal Fire,N.A.,042751113 ,Y,"12,000",Conductor - Primary,Overhead,Y,5/5/2020,15:37,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
359,PG&E,5/5/2020,2020,5,5,9:55,34.58571999,-120.106669,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Santa Barbara County FD,Circuit ID: 182721102 ,N,"12,000",Splice/Clamp/Connector,Overhead,Y,5/5/2020,5:35,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
357,PG&E,5/4/2020,2020,5,4,18:25,38.48572015,-122.7605643,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Santa Rosa FD,Circuit ID: 042561107,N,"12,000",Conductor - Primary,Overhead,Y,5/4/2020,18:19,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
349,PG&E,5/2/2020,2020,5,2,14:04,36.6401388,-119.3861607,Other,Agriculture,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 252341106,N,"12,000",Conductor - Primary,Overhead,Y,5/2/2020,14:03,Contact from object,N.A.,Other,Conductor - Primary,Outside Force,Third party canopy made contact with primary circuit.,
348,PG&E,5/2/2020,2020,5,2,11:42,34.88687932,-120.4110834,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Santa Maria FD,Circuit ID: 182061108,Y,"12,000",Conductor - Primary,Overhead,Y,5/2/2020,11:41,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
341,PG&E,5/1/2020,2020,5,1,0:56,39.647425,-121.634975,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,Guy attached to 103124762,Y,"12,000",Guy/Span Wire,Overhead,Y,5/1/2020,0:42,Contact from object,N.A.,Vehicle,Guy/Span Wire,N.A.,,
342,PG&E,4/30/2020,2020,4,30,23:35,38.09990543,-122.8825501,Vegetation,Rural,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 042291101,Y,"12,000",Conductor - Primary,Overhead,Y,5/1/2020,1:40,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1589,PG&E,4/29/2020,2020,4,29,13:26,38.540153,-122.585661,Vegetation,Hardwood Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 042711101,Y,"12,000",Conductor - Primary,Overhead,Y,4/29/2020,16:24,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
335,PG&E,4/29/2020,2020,4,29,15:25,39.555765,-121.509973,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 103091102 ,Y,"12,000",Conductor - Primary,Overhead,Y,4/29/2020,15:33,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
333,PG&E,4/28/2020,2020,4,28,12:45,38.1072183,-121.9888,Other,Wetland,3 meters - 0.25 Acres,Utility - PG&E,N.A.,Pole ID: 101559042 Circuit ID: 062701104,N,"12,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,
331,PG&E,4/27/2020,2020,4,27,14:27,36.71898,-120.132681,Vegetation,Agriculture,0.25 - 10 Acres,Fire Agency,North Central FD,Pole  ID: 100646155,N,"12,000",Lightning Arrestor,Overhead,Y,4/27/2020,14:10,Equipment - PG&E,Lightning arrestor failure,N.A.,N.A.,N.A.,,
323,PG&E,4/25/2020,2020,4,25,16:10,38.2940917,-122.0974133,Other,Agriculture,1 meter - < 3 meters,Fire Agency,Suisun FD,Circuit ID: 063801105,Y,"12,000",Service Drop,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
321,PG&E,4/25/2020,2020,4,25,4:20,38.12299367,-121.6849768,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Rio Vista FD,Fuse: 12587,N,"21,000",Fuse,Overhead,Y,4/25/2020,3:46,Contact from object,N.A.,Vegetation,Fuse,N.A.,,
338,PG&E,4/23/2020,2020,4,23,18:05,35.123196,-120.629124,Building,Urban,Structure Only,Cal Fire,San Luis Obispo ,182601106,N.A.,"12,000",N.A.,Overhead,N,N.A.,N.A.,Under Investigation,N.A.,N.A.,N.A.,N.A.,"PG&E has included the following ignition that meets Electric Incident Report criteria, defined by Appendix B to CPUC D.06-04-055. PG&E has not formed a conclusion about the origin or cause of this particular ignition.",EI200423A
316,PG&E,4/23/2020,2020,4,23,15:33,37.893116,-121.034339,Vegetation,Herbaceous,0.25 - 10 Acres,Fire Agency,Farmington FD,Circuit ID: 163571702,N,"17,000",Conductor - Primary,Overhead,Y,4/23/2020,15:25,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,
315,PG&E,4/23/2020,2020,4,23,11:08,39.2833317,-121.6829733,Other,Rural,3 meters - 0.25 Acres,Unknown,N.A.,Pole ID: 103792347 Circuit ID: 153771104,Y,"12,000",Pole,Overhead,Y,4/23/2020,11:05,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,
314,PG&E,4/22/2020,2020,4,22,14:40,37.032386,-120.120519,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,254611104,N,"12,000",Conductor - Primary,Overhead,Y,4/22/2020,14:30,Unknown,Conductor failure-all,N.A.,N.A.,Unknown,"Unknown as to what caused the initial failure, but initial investigation found the ignition to be attributable to PG&E facilities.",
308,PG&E,4/17/2020,2020,4,17,20:25,37.6834033,-121.25295,Other,Agriculture,3 meters - 0.25 Acres,Fire Agency,Lathrop Manteca FD,Circuit ID: 163801704,Y,"17,000",Conductor - Primary,Overhead,Y,4/17/2020,20:00,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
299,PG&E,4/15/2020,2020,4,15,16:05,39.096842,-121.736054,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Sutter County FD,152111103,Y,"12,000",Conductor - Primary,Overhead,Y,4/15/2020,16:03,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
297,PG&E,4/14/2020,2020,4,14,17:56,38.159646,-121.807305,Vegetation,Agriculture,1 meter - < 3 meters,Fire Agency,Suisun FD,Circuit 063642107,N,"21,000",Service Drop,Overhead,Y,4/14/2020,17:55,Contact from object,N.A.,Vehicle,Service Drop,N.A.,,
277,PG&E,4/7/2020,2020,4,7,15:42,36.300449,-121.048903,Other,Herbaceous,1 meter - < 3 meters,Cal Fire,N.A.,182031102,Y,"12,000",Conductor - Primary,Overhead,Y,4/7/2020,15:38,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
262,PG&E,4/3/2020,2020,4,3,12:19,35.5060683,-119.62216,Other,Agriculture,0.25 - 10 Acres,Utility - PG&E,PG&E SIPT,5.15E+11,Y,"12,000",Transformer,Overhead,Y,4/3/2020,12:17,Contact from object,N.A.,Animal,Transformer,N.A.,,
260,PG&E,4/2/2020,2020,4,2,15:27,38.803247,-123.53307,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,South Coast FPD,"Transmission: ELK-GUALALA-60kV Conductor, Distribution Circuit ID: 042841111",Y,"60,000",Conductor - Transmission,Overhead,Y,4/2/2020,15:23,Contact from object,N.A.,Vegetation,Conductor - Transmission,N.A.,,
227,PG&E,3/17/2020,2020,3,17,21:47,40.6896833,-121.924365,Building,Shrub,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103601101,N,"12,000",Service Drop,Overhead,Y,3/18/2020,22:42,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,EI200317A
212,PG&E,3/13/2020,2020,3,13,16:00,38.35977,-121.9733767,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Vacaville FD,Circuit ID: 063601110 ,N,750,Conductor - Secondary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
1822,PG&E,3/12/2020,2020,3,12,13:08,40.06794,-122.190862,Other,Agriculture,Unknown,Unknown,N.A.,103391102,N,"12,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,"Unknown whether meets reportability threshold, but confirmed to be attributable to PG&E.",
1827,PG&E,3/8/2020,2020,3,8,15:33,35.87644,-119.644863,Vegetation,Barren/Other,Unknown,Unknown,N.A.,252151103,N,"12,000",Conductor - All,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - All,N.A.,"Unknown whether meets reportability threshold, but confirmed to be attributable to PG&E.",
191,PG&E,3/7/2020,2020,3,7,7:58,35.84408,-120.049167,Vegetation,Agriculture,0.25 - 10 Acres,Fire Agency,Kings County FD,Circuit ID: 253451101 ,N,"12,000",Conductor - Primary,Overhead,Y,3/7/2020,11:00,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
189,PG&E,3/6/2020,2020,3,6,14:21,37.174219,-119.789618,Other,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Transformer # 931088881,N,"21,000",Jumper,Overhead,Y,3/6/2020,14:15,Contact from object,N.A.,Animal,Jumper,N.A.,,
188,PG&E,3/6/2020,2020,3,6,1:55,36.9681217,-120.0718367,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Madera County FD,252761104,N,"12,000",Conductor - Secondary,Overhead,Y,3/6/2020,5:21,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
184,PG&E,3/5/2020,2020,3,5,11:43,40.28855,-123.803028,Vegetation,Herbaceous,3 meters - 0.25 Acres,Utility - PG&E,N.A.,Pole ID: 100989601,N,"12,000",Insulator,Overhead,Y,3/5/2020,11:40,Contact from object,N.A.,Vehicle,Insulator,N.A.,,
174,PG&E,3/2/2020,2020,3,2,1:08,38.3485098,-121.9665328,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Vacaville FD,Circuit ID: 063601107,Y,"12,000",Conductor - Racked Secondary,Overhead,Y,3/2/2020,0:52,Weather,Conductor failure-all,N.A.,N.A.,Weather,High Winds,
173,PG&E,3/2/2020,2020,3,2,10:56,36.728653,-120.314872,Vegetation,Agriculture,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 252311102,N,"12,000",Conductor - Primary,Overhead,Y,3/2/2020,10:25,Contact from object,N.A.,Other,Conductor - Primary,Human Error,Gun Shot,
172,PG&E,3/2/2020,2020,3,2,15:51,37.27888489,-121.9603203,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Campbell FD,Circuit ID: 083371109,N,"12,000",Conductor - Secondary,Overhead,Y,3/2/2020,15:35,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
166,PG&E,2/29/2020,2020,2,29,12:57,36.7381517,-121.6081383,Other,Herbaceous,0.25 - 10 Acres,Fire Agency,Salinas FD,Circuit ID: 182331101; SAP ID: 101711418,Y,"60,000",Conductor - Primary,Overhead,Y,2/29/2020,12:58,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,EI200229A
138,PG&E,2/21/2020,2020,2,21,6:58,35.28161233,-118.9409612,Vegetation,Agriculture,3 meters - 0.25 Acres,Self Extinguished,N.A.,14951,N,"12,000",Fuse,Overhead,Y,2/21/2020,7:36,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,
121,PG&E,2/14/2020,2020,2,14,9:45,36.63102,-119.6093667,Other,Agriculture,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID: 254121101,N,"12,000",Conductor - Primary,Overhead,Y,2/14/2020,10:13,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
115,PG&E,2/13/2020,2020,2,13,10:09,37.741382,-121.422836,Building,Urban,3 meters - 0.25 Acres,Fire Agency,City of Tracy FD,Meter: 1006243555,Y,"12,000",Service Drop,Overhead,Y,2/13/2020,10:35,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,EI200213A
110,PG&E,2/11/2020,2020,2,11,19:42,36.765533,-119.75286,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Fresno FD,Circuit ID 253571106; pole id 103293183,Y,750,Service Drop,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,
107,PG&E,2/10/2020,2020,2,10,13:05,40.43800592,-122.2828177,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Anderson FD,Circuit ID:103461101,Y,"12,000",Pole,Overhead,Y,2/10/2020,12:59,Equipment - PG&E,Guy/Span Wire failure,N.A.,N.A.,N.A.,,
106,PG&E,2/10/2020,2020,2,10,18:51,37.02476722,-121.9484115,Vegetation,Hardwood Woodland,1 meter - < 3 meters,Fire Agency,Soquel FD,Circuit ID:083252106,Y,"21,000",Conductor - Primary,Overhead,Y,2/9/2020,18:44,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
336,PG&E,2/9/2020,2020,2,9,11:58,38.054484,-122.212936,Other,Hardwood Woodland,Structure Only,Fire Agency,Crockett-Carquinez FD,13432207,Y,"21,000",Service Drop,Overhead,N,N.A.,N.A.,Under Investigation,N.A.,N.A.,N.A.,N.A.,"PG&E has included the following ignition that meets Electric Incident Report criteria, defined by Appendix B to CPUC D.06-04-055. PG&E has not formed a conclusion about the origin or cause of this particular ignition.",EI200209A
1588,PG&E,2/9/2020,2020,2,9,16:34,36.88014921,-121.6298107,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Fire Agency,Aromas Tri-County Fire Protection District,Circuit ID: 182742104 ,Y,"21,000",Conductor - Primary,Overhead,Y,2/9/2020,16:09,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1829,PG&E,2/9/2020,2020,2,9,15:19,38.54684999,-121.74199,Other,Urban,Unknown,Fire Agency,Davis FD,2.21E+11,Y,"12,000",Jumper,Overhead,Y,2/9/2020,14:58,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,"Unknown whether meets reportability threshold, but confirmed to be attributable to PG&E.",
102,PG&E,2/9/2020,2020,2,9,10:08,39.092964,-120.963388,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Utility - PG&E,N.A.,Circuit ID: 100015965,N,"12,000",Conductor - Primary,Overhead,Y,2/9/2020,10:07,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
101,PG&E,2/9/2020,2020,2,9,11:56,37.2651,-119.513,Vegetation,Barren/Other,3 meters - 0.25 Acres,Cal Fire,Cal Fire - Rancheria,Circuit ID: 252531103,Y,"12,000",Conductor - Primary,Overhead,Y,2/9/2020,6:49,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
100,PG&E,2/9/2020,2020,2,9,16:41,37.252816,-122.091314,Vegetation,Hardwood Woodland,1 meter - < 3 meters,Fire Agency,Santa Clara County FD,83371107,N,"12,000",Conductor - Primary,Overhead,Y,2/9/2020,13:27,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
99,PG&E,2/9/2020,2020,2,9,17:54,37.43449,-122.21628,Building,Urban,1 meter - < 3 meters,Unknown,N.A.,Circuit ID: 024251105,Y,"12,000",Jumper,Overhead,Y,2/9/2020,17:51,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
98,PG&E,2/9/2020,2020,2,9,16:25,37.671435,-120.3212017,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,252811102 ,N,"12,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
86,PG&E,2/6/2020,2020,2,6,13:46,39.12162,-121.146585,Vegetation,Urban,0.25 - 10 Acres,Cal Fire,N.A.,152691109,N,"12,000",Conductor - Primary,Overhead,Y,2/6/2020,13:35,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
56,PG&E,1/16/2020,2020,1,16,4:47,39.276381,-122.163148,Other,Urban,0.25 - 10 Acres,Fire Agency,Maxwell FD,62881105,N,"12,000",Conductor - Primary,Overhead,Y,1/16/2020,4:42,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
