,date,year,month,day,time,hour,minute,latitude,longitude,Wind Speed
770,2017-06-07,2017,6,7,12:10:13 AM,0,10,39.56029703,-122.1076777,22.3
771,2017-06-08,2017,6,8,12:05:33 AM,0,5,36.238837,-120.301642,20.5
772,2017-06-08,2017,6,8,12:00:26 AM,0,0,37.12759,-120.0193,18.4
773,2017-06-08,2017,6,8,12:15:08 AM,0,15,34.6058,-120.0214,16.6
774,2017-06-09,2017,6,9,10:40:00 AM,10,40,36.695625,-119.7186333,18.4
775,2017-06-09,2017,6,9,12:13:27 AM,0,13,36.7382017,-119.8203817,20.5
776,2017-06-09,2017,6,9,5:20:00 PM,17,20,35.797414,-120.538924,0.0
777,2017-06-10,2017,6,10,7:37:00 AM,7,37,35.4359,-120.4957,18.4
778,2017-06-12,2017,6,12,3:28:00 PM,15,28,36.967201,-120.093086,14.8
779,2017-06-12,2017,6,12,6:04:00 PM,18,4,35.36381,-118.82556,14.8
780,2017-06-13,2017,6,13,12:14:30 AM,0,14,37.852648,-122.185288,20.5
781,2017-06-14,2017,6,14,10:23:00 PM,22,23,39.755911,-121.593426,9.0
782,2017-06-15,2017,6,15,12:02:58 AM,0,2,40.2989933,-122.431845,7.6
783,2017-06-15,2017,6,15,12:05:02 AM,0,5,36.8261283,-121.6745567,16.6
784,2017-06-15,2017,6,15,12:07:39 AM,0,7,39.2275584,-121.2347602,0.0
785,2017-06-15,2017,6,15,12:15:01 AM,0,15,39.3912683,-123.3054083,13.0
786,2017-06-15,2017,6,15,4:21:00 PM,16,21,38.7088,-122.9016,0.0
787,2017-06-15,2017,6,15,12:17:18 AM,0,17,38.796961,-121.206895,9.4
788,2017-06-16,2017,6,16,12:13:50 AM,0,13,35.4505,-120.6169,24.1
789,2017-06-16,2017,6,16,2:22:00 PM,14,22,36.84496,-120.01918,13.0
790,2017-06-16,2017,6,16,12:16:17 AM,0,16,39.2226,-121.00411,no data
791,2017-06-16,2017,6,16,12:17:59 AM,0,17,37.30938,-122.04719,33.5
792,2017-06-16,2017,6,16,7:14:00 PM,19,14,38.344288,-122.78122,16.6
793,2017-06-16,2017,6,16,10:30:00 PM,22,30,38.03734,-122.18465,24.1
794,2017-06-17,2017,6,17,2:53:00 AM,2,53,37.3356667,-120.5829533,20.5
795,2017-06-17,2017,6,17,12:15:49 AM,0,15,36.93896,-119.68463,9.4
796,2017-06-18,2017,6,18,12:23:49 AM,0,23,39.19494,-122.96321,18.4
797,2017-06-18,2017,6,18,12:22:00 PM,12,22,36.7257833,-119.7906833,0.0
798,2017-06-18,2017,6,18,1:10:00 PM,13,10,38.23702857,-122.67015,5.4
799,2017-06-18,2017,6,18,6:09:00 PM,18,9,37.55165,-122.29253,9.4
800,2017-06-18,2017,6,18,8:16:00 PM,20,16,38.888442,-122.020436,no data
801,2017-06-18,2017,6,18,12:21:07 AM,0,21,37.83974,-121.28643,27.7
802,2017-06-18,2017,6,18,10:12:00 PM,22,12,38.5389967,-122.7920283,16.6
803,2017-06-18,2017,6,18,11:12:00 PM,23,12,36.7574717,-119.6645517,9.4
804,2017-06-18,2017,6,18,11:31:00 PM,23,31,38.89731131,-121.2946694,13.0
805,2017-06-19,2017,6,19,1:23:00 AM,1,23,35.3676233,-118.95521,22.3
806,2017-06-19,2017,6,19,1:51:00 PM,13,51,39.906325,-122.1765967,11.2
807,2017-06-19,2017,6,19,4:18:00 PM,16,18,37.79272,-121.23058,7.6
808,2017-06-19,2017,6,19,4:26:00 PM,16,26,37.9378333,-120.6089683,0.0
809,2017-06-19,2017,6,19,12:17:31 AM,0,17,36.7626767,-120.3758,13.0
810,2017-06-19,2017,6,19,12:18:00 AM,0,18,38.45496,-121.824157,11.2
811,2017-06-19,2017,6,19,8:22:00 PM,20,22,38.10123,-120.86969,13.0
812,2017-06-20,2017,6,20,12:49:00 AM,0,49,39.74899638,-121.8997542,13.0
813,2017-06-20,2017,6,20,9:12:00 AM,9,12,39.197541,-121.494985,9.4
814,2017-06-20,2017,6,20,10:08:00 AM,10,8,39.0366783,-121.0763017,0.0
815,2017-06-20,2017,6,20,1:37:00 PM,13,37,37.924733,-122.089541,14.8
816,2017-06-20,2017,6,20,3:17:00 PM,15,17,40.112618,-123.767736,no data
817,2017-06-20,2017,6,20,12:11:51 AM,0,11,40.315556,-124.061111,20.5
818,2017-06-20,2017,6,20,6:32:00 PM,18,32,37.9281,-121.23323,11.2
819,2017-06-20,2017,6,20,12:20:46 AM,0,20,38.90764,-121.2603,0.0
820,2017-06-20,2017,6,20,11:16:00 PM,23,16,35.6375,-120.8566,20.5
821,2017-06-21,2017,6,21,8:41:00 AM,8,41,39.1699667,-122.1573067,no data
822,2017-06-21,2017,6,21,2:23:00 PM,14,23,38.9920817,-121.353615,0.0
823,2017-06-22,2017,6,22,12:09:36 AM,0,9,38.3964667,-120.4727417,14.8
824,2017-06-22,2017,6,22,12:16:30 AM,0,16,39.6130733,-121.6872417,25.9
825,2017-06-22,2017,6,22,12:18:07 AM,0,18,38.75831,-120.71764,9.4
826,2017-06-22,2017,6,22,12:19:29 AM,0,19,35.58885549,-120.6690953,18.4
827,2017-06-23,2017,6,23,1:00:00 PM,13,0,39.305104,-122.486184,no data
828,2017-06-23,2017,6,23,12:20:09 AM,0,20,40.38564979,-122.2840783,33.5
829,2017-06-23,2017,6,23,12:19:23 AM,0,19,39.78294,-121.867,25.9
830,2017-06-24,2017,6,24,12:10:31 AM,0,10,38.94379331,-121.0446638,11.2
831,2017-06-24,2017,6,24,12:14:51 AM,0,14,38.36218,-120.76381,16.6
832,2017-06-24,2017,6,24,12:22:27 AM,0,22,38.29083,-120.849,16.6
833,2017-06-25,2017,6,25,12:18:18 AM,0,18,37.323571,-120.55914,17.0
834,2017-06-25,2017,6,25,12:00:23 AM,0,0,39.40434,-123.38687,11.2
835,2017-06-25,2017,6,25,12:06:02 AM,0,6,39.0774283,-121.5293683,11.2
836,2017-06-25,2017,6,25,3:37:00 PM,15,37,34.93950487,-119.6924554,no data
837,2017-06-25,2017,6,25,10:14:00 PM,22,14,39.0250283,-121.5787317,16.6
838,2017-06-26,2017,6,26,12:08:18 AM,0,8,37.27331,-120.52573,14.8
839,2017-06-26,2017,6,26,12:14:29 AM,0,14,35.97817,-120.11694,no data
840,2017-06-27,2017,6,27,12:09:23 AM,0,9,37.95588,-122.61762,13.0
841,2017-06-27,2017,6,27,12:17:47 AM,0,17,39.5126433,-122.2033333,no data
842,2017-06-28,2017,6,28,9:57:00 AM,9,57,35.90555,-120.8421417,11.2
843,2017-06-28,2017,6,28,12:13:09 AM,0,13,34.92757,-119.62041,no data
844,2017-06-29,2017,6,29,6:31:00 PM,18,31,38.4445,-122.8999,7.6
845,2017-06-29,2017,6,29,12:21:55 AM,0,21,35.98039786,-121.095567,no data
846,2017-06-30,2017,6,30,12:10:24 AM,0,10,39.026211,-121.54317,7.6
847,2017-06-30,2017,6,30,1:20:00 AM,1,20,39.82097566,-121.5883392,7.6
848,2017-06-30,2017,6,30,11:54:00 PM,23,54,38.57941,-122.8834883,22.3
849,2017-07-01,2017,7,1,12:12:02 AM,0,12,39.820932,-121.641827,14.8
850,2017-07-01,2017,7,1,12:03:54 AM,0,3,36.999497,-119.976478,18.4
851,2017-07-01,2017,7,1,12:03:12 AM,0,3,38.19516976,-122.9197113,18.4
852,2017-07-01,2017,7,1,12:10:41 AM,0,10,39.277876,-121.687484,
853,2017-07-02,2017,7,2,12:13:28 AM,0,13,39.860548,-121.627364,11.2
854,2017-07-02,2017,7,2,12:03:49 AM,0,3,36.958782,-120.892684,no data
855,2017-07-03,2017,7,3,12:20:26 AM,0,20,38.79229,-120.94384,11.2
856,2017-07-04,2017,7,4,12:13:56 AM,0,13,40.383026,-122.315029,14.8
857,2017-07-04,2017,7,4,12:16:16 AM,0,16,38.876282,-121.131847,16.6
858,2017-07-04,2017,7,4,8:16:00 PM,20,16,40.42283,-122.3974767,7.6
859,2017-07-05,2017,7,5,12:03:25 AM,0,3,38.6845117,-121.0117583,18.4
860,2017-07-05,2017,7,5,12:11:58 AM,0,11,39.21046,-121.22662,11.2
861,2017-07-05,2017,7,5,12:20:54 AM,0,20,35.684748,-120.109958,no data
862,2017-07-06,2017,7,6,12:15:18 AM,0,15,36.7402,-119.76128,16.6
863,2017-07-06,2017,7,6,12:14:02 AM,0,14,39.300913,-122.517257,no data
864,2017-07-06,2017,7,6,8:07:00 PM,20,7,39.59874044,-121.9098832,9.4
865,2017-07-06,2017,7,6,12:23:30 AM,0,23,35.556176,-120.755199,24.1
866,2017-07-07,2017,7,7,12:15:09 AM,0,15,40.905355,-122.3806067,7.6
867,2017-07-07,2017,7,7,12:14:31 AM,0,14,37.499,-119.799,no data
868,2017-07-08,2017,7,8,12:04:03 AM,0,4,38.55354,-121.5368,20.5
869,2017-07-08,2017,7,8,12:15:59 AM,0,15,37.28217,-122.01887,27.7
870,2017-07-08,2017,7,8,12:18:16 AM,0,18,35.46529,-120.67132,22.3
871,2017-07-08,2017,7,8,12:18:49 AM,0,18,40.29353632,-122.4089045,9.4
872,2017-07-09,2017,7,9,12:07:07 AM,0,7,36.5092,-121.44651,
873,2017-07-09,2017,7,9,12:11:00 AM,0,11,39.42015,-121.5439,no data
874,2017-07-10,2017,7,10,9:07:00 AM,9,7,38.207422,-121.233497,9.4
875,2017-07-10,2017,7,10,12:12:32 AM,0,12,40.260278,-123.825278,no data
876,2017-07-10,2017,7,10,12:16:39 AM,0,16,36.962013,-120.858394,no data
877,2017-07-10,2017,7,10,12:17:00 AM,0,17,37.376769,-122.359671,33.5
878,2017-07-11,2017,7,11,12:08:11 AM,0,8,38.1337017,-121.1054167,18.4
879,2017-07-11,2017,7,11,11:53:00 AM,11,53,38.03382,-121.32243,7.6
880,2017-07-11,2017,7,11,1:56:00 PM,13,56,39.450606,-121.715345,no data
881,2017-07-11,2017,7,11,10:12:00 PM,22,12,37.0121733,-121.9497183,11.2
882,2017-07-12,2017,7,12,12:16:04 AM,0,16,40.65308,-122.334288,20.5
883,2017-07-12,2017,7,12,5:51:00 AM,5,51,38.3932,-121.8044,14.8
884,2017-07-12,2017,7,12,10:48:00 AM,10,48,36.9625383,-120.0463233,9.4
885,2017-07-12,2017,7,12,3:09:00 PM,15,9,37.149075,-122.003705,13.0
886,2017-07-12,2017,7,12,8:21:00 PM,20,21,40.080833,-123.833889,no data
887,2017-07-13,2017,7,13,12:05:13 AM,0,5,38.120114,-122.185765,22.3
888,2017-07-13,2017,7,13,7:43:00 AM,7,43,39.4063833,-122.1262967,no data
889,2017-07-13,2017,7,13,7:29:00 PM,19,29,36.85038,-119.54996,5.4
890,2017-07-14,2017,7,14,5:54:00 PM,17,54,37.7095,-121.2921,0.0
891,2017-07-15,2017,7,15,2:34:00 PM,14,34,39.62313,-121.53281,0.0
892,2017-07-15,2017,7,15,2:56:00 PM,14,56,37.3074,-122.0355,0.0
893,2017-07-15,2017,7,15,8:16:00 PM,20,16,39.45902001,-121.5313355,no data
894,2017-07-15,2017,7,15,9:01:00 PM,21,1,38.2128433,-121.8339933,0.0
895,2017-07-16,2017,7,16,10:39:00 AM,10,39,40.341389,-123.878611,0.0
896,2017-07-16,2017,7,16,11:59:00 AM,11,59,36.6669167,-121.751475,0.0
897,2017-07-16,2017,7,16,12:10:00 PM,12,10,35.66129,-120.922,0.0
898,2017-07-16,2017,7,16,5:07:00 PM,17,7,37.34415,-122.0363,0.0
899,2017-07-17,2017,7,17,7:39:00 AM,7,39,40.16531976,-122.222791,13.0
900,2017-07-17,2017,7,17,10:00:00 AM,10,0,35.95605,-120.85152,no data
901,2017-07-17,2017,7,17,6:58:00 PM,18,58,38.88853,-121.98984,no data
902,2017-07-18,2017,7,18,12:11:30 AM,0,11,38.048432,-120.556529,13.0
903,2017-07-18,2017,7,18,12:21:40 AM,0,21,38.003109,-122.209256,22.3
904,2017-07-18,2017,7,18,7:39:00 AM,7,39,38.0703833,-120.545175,0.0
905,2017-07-18,2017,7,18,11:45:00 AM,11,45,36.830814,-119.862281,9.4
906,2017-07-19,2017,7,19,12:05:52 AM,0,5,37.090466,-119.604686,no data
907,2017-07-19,2017,7,19,9:33:00 AM,9,33,35.34462,-118.8608583,9.4
908,2017-07-19,2017,7,19,5:19:00 PM,17,19,39.41242,-123.81234,no data
909,2017-07-20,2017,7,20,12:20:57 AM,0,20,37.736089,-122.492078,42.5
910,2017-07-20,2017,7,20,1:46:00 AM,1,46,36.52545,-119.682,14.8
911,2017-07-20,2017,7,20,4:27:00 AM,4,27,38.0642,-120.87106,7.6
912,2017-07-20,2017,7,20,1:45:00 PM,13,45,35.08036,-120.55383,5.4
913,2017-07-20,2017,7,20,5:00:00 PM,17,0,37.926505,-121.232025,13.0
914,2017-07-21,2017,7,21,12:13:27 AM,0,13,38.268535,-120.937176,18.4
915,2017-07-21,2017,7,21,12:20:26 AM,0,20,41.0655,-121.3932,no data
916,2017-07-22,2017,7,22,12:25:00 PM,12,25,40.8795,-123.7638,5.4
917,2017-07-22,2017,7,22,2:38:00 PM,14,38,37.299447,-122.163055,5.4
918,2017-07-22,2017,7,22,4:01:00 PM,16,1,40.831434,-124.053885,0.0
919,2017-07-23,2017,7,23,9:22:00 AM,9,22,40.6420133,-122.2302483,0.0
920,2017-07-23,2017,7,23,4:32:00 PM,16,32,36.24055,-119.81283,0.0
921,2017-07-23,2017,7,23,6:25:00 PM,18,25,39.67233,-123.5336,no data
922,2017-07-23,2017,7,23,7:41:00 PM,19,41,36.2171417,-119.9097333,11.2
923,2017-07-24,2017,7,24,2:01:00 PM,14,1,37.263486,-122.33643,9.4
924,2017-07-24,2017,7,24,4:07:00 PM,16,7,37.2536867,-121.9676,5.4
925,2017-07-24,2017,7,24,7:31:00 PM,19,31,38.35192,-120.71029,7.6
926,2017-07-24,2017,7,24,9:45:00 PM,21,45,35.602428,-120.921065,27.7
927,2017-07-25,2017,7,25,3:51:00 PM,15,51,38.37795,-122.538775,7.6
928,2017-07-25,2017,7,25,7:12:00 PM,19,12,39.5997,-121.4449,no data
929,2017-07-26,2017,7,26,6:55:00 AM,6,55,36.7812383,-119.7552517,14.8
930,2017-07-28,2017,7,28,12:14:02 AM,0,14,40.999733,-121.957931,no data
931,2017-07-28,2017,7,28,4:57:00 PM,16,57,35.4727,-120.9908,no data
932,2017-07-28,2017,7,28,7:20:00 PM,19,20,35.727562,-120.990297,5.4
933,2017-07-29,2017,7,29,1:18:00 PM,13,18,39.46312555,-121.4595126,no data
934,2017-07-29,2017,7,29,1:28:00 PM,13,28,35.452291,-120.383443,0.0
935,2017-07-29,2017,7,29,2:52:00 PM,14,52,37.05999,-122.00113,5.4
936,2017-07-29,2017,7,29,5:56:00 PM,17,56,37.025065,-121.535832,14.8
937,2017-07-29,2017,7,29,6:08:00 PM,18,8,37.94875,-121.34571,11.2
938,2017-07-29,2017,7,29,8:45:00 PM,20,45,35.4517117,-120.617105,5.4
939,2017-07-30,2017,7,30,9:46:00 AM,9,46,38.9131817,-122.617875,no data
940,2017-07-31,2017,7,31,12:58:00 PM,12,58,37.097071,-122.279653,no data
941,2017-07-31,2017,7,31,2:10:00 PM,14,10,35.97865,-120.111,no data
942,2017-07-31,2017,7,31,2:41:00 PM,14,41,38.796747,-121.132883,7.6
943,2017-08-01,2017,8,1,12:23:00 PM,12,23,36.0412317,-119.5052933,0.0
944,2017-08-02,2017,8,2,12:09:42 AM,0,9,39.227442,-123.108108,16.6
945,2017-08-02,2017,8,2,12:05:54 AM,0,5,40.7985567,-123.3961383,no data
946,2017-08-02,2017,8,2,12:08:58 AM,0,8,37.56178549,-121.9485985,22.3
947,2017-08-02,2017,8,2,12:17:04 AM,0,17,37.3163233,-122.0722533,22.3
948,2017-08-02,2017,8,2,12:18:16 AM,0,18,37.39296,-120.621265,7.6
949,2017-08-03,2017,8,3,12:10:53 AM,0,10,39.07320119,-121.0867949,14.8
950,2017-08-03,2017,8,3,12:11:16 AM,0,11,38.11924,-122.50154,13.0
951,2017-08-03,2017,8,3,10:44:00 PM,22,44,39.0711,-121.487,7.6
952,2017-08-04,2017,8,4,9:54:00 AM,9,54,38.6039367,-121.0591833,16.6
953,2017-08-04,2017,8,4,12:18:14 AM,0,18,35.61928,-120.6589,11.2
954,2017-08-05,2017,8,5,8:33:00 AM,8,33,38.4583467,-120.86954,no data
955,2017-08-05,2017,8,5,12:18:08 AM,0,18,39.09683,-123.21466,7.6
956,2017-08-05,2017,8,5,12:18:09 AM,0,18,36.967502,-120.089928,13.0
957,2017-08-05,2017,8,5,12:19:21 AM,0,19,36.7691217,-119.6100983,11.2
958,2017-08-06,2017,8,6,11:38:00 AM,11,38,36.585735,-121.712125,
959,2017-08-06,2017,8,6,12:18:21 AM,0,18,40.6012,-122.2346,22.3
960,2017-08-08,2017,8,8,12:13:46 AM,0,13,38.436644,-122.725957,24.1
961,2017-08-08,2017,8,8,12:00:36 AM,0,0,35.42687,-119.05719,13.0
962,2017-08-08,2017,8,8,12:04:10 AM,0,4,38.49485084,-122.6684874,24.1
963,2017-08-08,2017,8,8,11:27:00 AM,11,27,37.04448071,-121.6343141,0.0
964,2017-08-08,2017,8,8,8:35:00 PM,20,35,37.2636733,-119.7102733,no data
965,2017-08-09,2017,8,9,11:29:00 AM,11,29,38.65323,-120.62732,no data
966,2017-08-11,2017,8,11,7:55:00 AM,7,55,38.26485,-120.97476,7.6
967,2017-08-12,2017,8,12,9:08:00 AM,9,8,34.6689,-120.0286,0.0
968,2017-08-13,2017,8,13,1:11:00 PM,13,11,38.50939479,-122.7700394,0.0
969,2017-08-14,2017,8,14,12:06:14 AM,0,6,40.116422,-123.806447,no data
970,2017-08-14,2017,8,14,12:23:52 AM,0,23,37.127209,-122.168948,24.1
971,2017-08-14,2017,8,14,7:56:00 AM,7,56,39.17938,-120.97608,no data
972,2017-08-15,2017,8,15,7:28:00 PM,19,28,39.50371,-121.27826,no data
973,2017-08-16,2017,8,16,12:20:24 AM,0,20,35.781343,-119.915329,no data
974,2017-08-17,2017,8,17,12:02:33 AM,0,2,39.1934183,-121.422705,20.5
975,2017-08-17,2017,8,17,12:15:15 AM,0,15,39.37033,-121.0484183,11.2
976,2017-08-18,2017,8,18,12:17:09 AM,0,17,37.09214,-121.66909,14.8
977,2017-08-19,2017,8,19,12:11:31 AM,0,11,37.6891,-121.2506,5.4
978,2017-08-19,2017,8,19,12:21:16 AM,0,21,40.57523,-122.29847,16.6
979,2017-08-20,2017,8,20,12:11:38 AM,0,11,39.276355,-122.14067,no data
980,2017-08-21,2017,8,21,12:15:07 AM,0,15,38.60798,-122.35312,no data
981,2017-08-21,2017,8,21,12:19:31 AM,0,19,39.725765,-121.820515,20.5
982,2017-08-22,2017,8,22,12:14:17 AM,0,14,38.49020126,-122.8917834,13.0
983,2017-08-24,2017,8,24,12:06:32 AM,0,6,36.5905,-119.5928633,20.5
984,2017-08-25,2017,8,25,12:09:47 AM,0,9,39.02509,-121.57752,16.6
985,2017-08-26,2017,8,26,12:07:10 AM,0,7,38.825159,-121.395279,13.0
986,2017-08-26,2017,8,26,12:20:39 AM,0,20,38.47073393,-122.6471678,20.5
987,2017-08-26,2017,8,26,12:20:53 AM,0,20,38.706565,-121.01929,7.6
988,2017-08-27,2017,8,27,12:18:11 AM,0,18,37.99158,-121.34788,164.9
989,2017-08-27,2017,8,27,12:20:04 AM,0,20,38.916537,-121.151004,13.0
990,2017-08-27,2017,8,27,12:22:16 AM,0,22,37.35848,-120.8503,22.0
991,2017-08-28,2017,8,28,12:06:32 AM,0,6,35.42183,-119.0304,22.3
992,2017-08-28,2017,8,28,12:08:36 AM,0,8,35.724495,-119.534135,no data
993,2017-08-28,2017,8,28,12:09:14 AM,0,9,38.7442967,-122.649055,14.8
994,2017-08-28,2017,8,28,12:10:07 AM,0,10,39.0472,-120.78589,no data
995,2017-08-28,2017,8,28,12:13:55 AM,0,13,37.6857,-120.8067,16.6
996,2017-08-28,2017,8,28,12:14:06 AM,0,14,38.634015,-122.419447,no data
997,2017-08-28,2017,8,28,12:14:23 AM,0,14,38.505395,-120.75916,no data
998,2017-08-28,2017,8,28,12:14:59 AM,0,14,40.285278,-123.872778,no data
999,2017-08-28,2017,8,28,12:23:56 AM,0,23,40.119709,-123.644,no data
1000,2017-08-29,2017,8,29,12:06:08 AM,0,6,38.2365,-122.4608,16.6
1001,2017-08-29,2017,8,29,12:10:27 AM,0,10,38.368709,-122.001209,0.0
1002,2017-08-29,2017,8,29,12:10:40 AM,0,10,38.206567,-121.157633,5.4
1003,2017-08-29,2017,8,29,12:12:49 AM,0,12,37.450703,-119.645377,no data
1004,2017-08-29,2017,8,29,12:15:54 AM,0,15,38.3019567,-122.5431417,16.6
1005,2017-08-30,2017,8,30,12:16:17 AM,0,16,35.35283,-119.05377,20.5
1006,2017-08-30,2017,8,30,12:18:21 AM,0,18,40.6243,-122.30386,22.3
1007,2017-08-30,2017,8,30,12:22:37 AM,0,22,38.99933,-120.988714,11.2
1008,2017-08-30,2017,8,30,12:22:39 AM,0,22,38.1662063,-121.9381489,27.7
1009,2017-08-31,2017,8,31,12:06:42 AM,0,6,35.615986,-120.857702,20.5
1010,2017-08-31,2017,8,31,12:11:33 AM,0,11,37.137863,-121.996581,16.6
1011,2017-08-31,2017,8,31,12:11:51 AM,0,11,38.39169,-122.31951,18.4
1012,2017-08-31,2017,8,31,12:21:07 AM,0,21,41.06048,-124.10377,31.7
1013,2017-08-31,2017,8,31,12:22:50 AM,0,22,36.81501,-119.77632,16.6
1014,2017-09-01,2017,9,1,12:06:09 AM,0,6,36.194894,-120.707859,no data
1015,2017-09-01,2017,9,1,12:08:00 AM,0,8,37.375669,-119.888615,no data
1016,2017-09-01,2017,9,1,12:12:07 AM,0,12,40.59381019,-124.1359555,20.5
1017,2017-09-01,2017,9,1,12:12:52 AM,0,12,37.1667,-121.7069,24.1
1018,2017-09-01,2017,9,1,12:12:59 AM,0,12,38.4527,-122.7845,9.4
1019,2017-09-01,2017,9,1,12:17:48 AM,0,17,36.6518,-121.7249,17.0
1020,2017-09-01,2017,9,1,12:18:42 AM,0,18,38.2939,-122.5039,7.6
1021,2017-09-02,2017,9,2,12:12:01 AM,0,12,37.6644517,-121.9222733,11.2
1022,2017-09-02,2017,9,2,12:16:18 AM,0,16,37.268965,-121.80564,24.1
1023,2017-09-02,2017,9,2,12:18:00 AM,0,18,37.9338,-122.4069,18.4
1024,2017-09-03,2017,9,3,12:07:12 AM,0,7,37.374316,-122.218384,14.8
1025,2017-09-03,2017,9,3,12:12:52 AM,0,12,37.21616,-119.48067,no data
1026,2017-09-03,2017,9,3,12:17:52 AM,0,17,37.4955883,-119.8366667,no data
1027,2017-09-03,2017,9,3,12:22:57 AM,0,22,36.09533,-120.51699,no data
1028,2017-09-04,2017,9,4,12:00:57 AM,0,0,36.8024,-119.8254,9.4
1029,2017-09-04,2017,9,4,12:03:29 AM,0,3,39.83171,-121.84441,0.0
1030,2017-09-04,2017,9,4,12:06:43 AM,0,6,37.454629,-121.933108,14.8
1031,2017-09-05,2017,9,5,12:01:24 AM,0,1,39.43168,-121.55285,no data
1032,2017-09-05,2017,9,5,12:06:58 AM,0,6,39.67273,-123.51279,no data
1033,2017-09-05,2017,9,5,12:07:20 AM,0,7,39.71095,-121.79724,25.9
1034,2017-09-05,2017,9,5,12:13:51 AM,0,13,38.18972,-121.31746,16.6
1035,2017-09-05,2017,9,5,12:17:51 AM,0,17,38.34067,-122.25777,22.3
1036,2017-09-06,2017,9,6,12:19:26 AM,0,19,40.8392,-122.3635,14.8
1037,2017-09-06,2017,9,6,12:20:08 AM,0,20,37.292548,-122.29403,25.9
1038,2017-09-08,2017,9,8,12:04:47 AM,0,4,38.74778,-120.85905,no data
1039,2017-09-08,2017,9,8,12:17:21 AM,0,17,38.60388,-120.92748,no data
1040,2017-09-08,2017,9,8,12:21:14 AM,0,21,37.96038,-120.37636,11.2
1041,2017-09-09,2017,9,9,12:18:36 AM,0,18,36.661806,-121.547657,
1042,2017-09-10,2017,9,10,12:01:22 AM,0,1,39.259884,-121.49023,7.6
1043,2017-09-10,2017,9,10,12:16:30 AM,0,16,37.30393,-120.52747,16.6
1044,2017-09-11,2017,9,11,12:07:18 AM,0,7,37.0008333,-121.66674,22.3
1045,2017-09-11,2017,9,11,12:08:50 AM,0,8,36.9514617,-121.8420433,14.8
1046,2017-09-11,2017,9,11,12:23:50 AM,0,23,40.86723999,-124.088269,7.6
1047,2017-09-12,2017,9,12,12:09:24 AM,0,9,39.740951,-121.607869,16.6
1048,2017-09-12,2017,9,12,12:17:18 AM,0,17,39.45106,-121.60519,no data
1049,2017-09-14,2017,9,14,12:11:02 AM,0,11,39.11112,-121.55647,25.9
1050,2017-09-14,2017,9,14,12:12:09 AM,0,12,39.503931,-121.545279,no data
1051,2017-09-14,2017,9,14,12:14:06 AM,0,14,40.29421,-123.817356,no data
1052,2017-09-15,2017,9,15,12:14:55 AM,0,14,39.746074,-121.488534,24.1
1053,2017-09-17,2017,9,17,12:15:05 AM,0,15,36.6472917,-119.38613,11.2
1054,2017-09-17,2017,9,17,12:17:38 AM,0,17,38.994585,-121.026073,0.0
1055,2017-09-18,2017,9,18,12:13:01 AM,0,13,39.388851,-121.405381,no data
1056,2017-09-18,2017,9,18,12:15:10 AM,0,15,39.60135,-122.055512,0.0
1057,2017-09-18,2017,9,18,12:18:01 AM,0,18,38.219745,-122.543,20.5
1058,2017-09-18,2017,9,18,12:19:01 AM,0,19,38.074226,-122.828612,20.5
1059,2017-09-18,2017,9,18,12:23:50 AM,0,23,37.9087933,-120.4865183,13.0
1060,2017-09-19,2017,9,19,12:19:13 AM,0,19,35.47836,-119.295906,18.4
1061,2017-09-20,2017,9,20,12:02:06 AM,0,2,37.259679,-122.322229,20.5
1062,2017-09-20,2017,9,20,12:08:41 AM,0,8,36.940372,-120.901421,no data
1063,2017-09-21,2017,9,21,12:08:39 AM,0,8,39.614702,-121.725818,13.0
1064,2017-09-22,2017,9,22,12:14:28 AM,0,14,36.0961217,-120.0576567,13.0
1065,2017-09-23,2017,9,23,12:09:16 AM,0,9,37.0126667,-120.6256183,18.4
1066,2017-09-23,2017,9,23,12:14:17 AM,0,14,40.6509,-122.2974,9.4
1067,2017-09-24,2017,9,24,12:02:13 AM,0,2,38.104595,-120.989009,16.6
1068,2017-09-24,2017,9,24,12:07:54 AM,0,7,37.4014,-122.0274,22.3
1069,2017-09-24,2017,9,24,12:16:42 AM,0,16,38.3869,-122.9667,11.2
1070,2017-09-25,2017,9,25,12:19:49 AM,0,19,36.813695,-121.720977,9.4
1071,2017-09-26,2017,9,26,12:17:44 AM,0,17,38.06427,-122.80563,18.4
1072,2017-09-27,2017,9,27,12:09:11 AM,0,9,39.01626,-122.86854,5.4
1073,2017-09-27,2017,9,27,12:12:12 AM,0,12,39.4845,-121.3545,no data
1074,2017-09-27,2017,9,27,12:19:06 AM,0,19,40.7592,-123.995,11.2
1075,2017-09-28,2017,9,28,12:18:28 AM,0,18,37.9884,-122.097,18.4
1076,2017-09-29,2017,9,29,12:02:01 AM,0,2,39.531742,-122.185671,no data
1077,2017-09-30,2017,9,30,12:15:08 AM,0,15,37.410912,-121.174739,16.6
1078,2017-10-01,2017,10,1,12:07:24 AM,0,7,37.914,-122.3771,14.8
1079,2017-10-01,2017,10,1,12:16:11 AM,0,16,39.7969567,-122.11853,16.6
1080,2017-10-01,2017,10,1,12:23:51 AM,0,23,40.0192,-122.1452,14.8
1081,2017-10-02,2017,10,2,12:02:55 AM,0,2,37.33137,-120.5242817,31.7
1082,2017-10-02,2017,10,2,12:07:07 AM,0,7,38.2949,-122.1066,20.5
1083,2017-10-02,2017,10,2,12:12:22 AM,0,12,39.63135,-122.00685,51.8
